Date_of_report,Date_of_statistic_reported,Security_region_code,Security_region_name,Total_cases_reported,Total_deceased_reported,Total_new_infected_locations_reported,Total_infected_locations_reported
7/2/2021 10:00,4/9/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,4/10/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,4/11/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,4/12/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,4/13/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,4/14/2021,VR01,Groningen,1,0,0,4
7/2/2021 10:00,4/15/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,4/16/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,4/17/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,4/18/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,4/19/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,4/20/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,4/21/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,4/22/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,4/23/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,4/24/2021,VR01,Groningen,0,0,0,1
7/2/2021 10:00,4/25/2021,VR01,Groningen,1,0,0,1
7/2/2021 10:00,4/26/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,4/27/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,4/28/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,4/29/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,4/30/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/1/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/2/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/3/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/4/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/5/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/6/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/7/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/8/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/9/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/10/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/11/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/12/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/13/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/14/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/15/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/16/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/17/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/18/2021,VR01,Groningen,0,0,0,0
