Version,Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,RNA_per_ml,RNA_flow_per_100000
1,4/13/2021,17013,Papendrecht,,2.66705E+13
1,4/13/2021,17065,Groot-Ammers,,3.35559E+13
1,4/13/2021,10008,Driebergen,,5.91366E+13
1,4/13/2021,10031,Breukelen,,2.58503E+13
1,4/13/2021,17026,Hardinxveld-Giessendam,,3.47716E+13
1,4/13/2021,9037,Gorinchem,,3.07259E+13
1,4/13/2021,10038,Lopik,,2.1816E+13
1,4/13/2021,10024,Montfoort,,2.65888E+13
1,4/13/2021,9040,Haaften,,1.50169E+13
1,4/14/2021,30024,Roermond,,1.91113E+13
1,4/13/2021,10012,De Meern,,5.12228E+13
1,4/14/2021,8019,Bennekom,,5.58629E+12
1,4/12/2021,9024,Nijmegen,,2.83311E+13
1,4/13/2021,13010,Haarlem Waarderpolder,,2.38183E+13
1,4/13/2021,9025,Tiel,,1.71779E+13
1,4/15/2021,2037,Warns,,2.48825E+12
1,4/15/2021,2018,Sneek,,1.58042E+13
1,4/15/2021,2019,Kootstertille,,9.28999E+12
1,4/15/2021,30014,Kerkrade,,2.53132E+13
1,4/15/2021,2032,Harlingen,,2.19494E+13
1,4/15/2021,2038,Franeker,,3.52397E+12
1,4/15/2021,2028,Dokkum,,4.93139E+12
1,4/15/2021,30013,Rimburg,,3.11334E+13
1,4/15/2021,2023,Bolsward,,3.68871E+12
1,4/15/2021,30015,Hoensbroek,,1.71803E+13
1,4/15/2021,2013,Burgum,,1.8843E+13
1,4/15/2021,2041,Schiermonnikoog,,1.95288E+12
1,4/15/2021,2002,Oosterwolde,,1.09331E+13
1,4/15/2021,2040,Vlieland,,4.43302E+12
1,4/15/2021,2029,Birdaard,,7.48572E+12
1,4/15/2021,2015,Gorredijk,,2.14795E+12
1,4/15/2021,30022,Susteren,,2.17304E+13
1,4/15/2021,2021,Damwoude,,4.33261E+12
1,4/15/2021,2011,Leeuwarden,,4.36254E+12
1,4/15/2021,2036,Grouw,,7.39968E+11
1,4/15/2021,2024,Sloten,,7.4593E+12
1,4/15/2021,30011,Simpelveld,,8.81151E+12
1,4/15/2021,2017,Sint Annaparochie,,2.52431E+13
1,4/15/2021,2031,Heerenveen,,2.7383E+13
1,4/15/2021,15008,Harnaschpolder,,4.39658E+13
1,4/15/2021,2026,Terschelling,,1.00253E+13
1,4/15/2021,30019,Wijlre,,1.60382E+13
1,4/15/2021,2025,Akkrum,,2.09712E+12
1,4/15/2021,2020,Ameland,,1.79843E+13
1,4/15/2021,11014,Amsterdam West,,2.59529E+13
1,4/15/2021,27003,Eindhoven,,1.8297E+13
1,4/15/2021,31005,Westpoort,,3.20699E+13
1,4/15/2021,15005,Houtrust,,6.22685E+13
1,4/15/2021,17044,Dordrecht,,5.25581E+13
1,4/15/2021,32002,Tilburg,,2.29331E+13
1,4/14/2021,5002,Enschede,,3.84392E+13
1,4/14/2021,5017,Hengelo,,1.75491E+13
1,4/15/2021,12013,Geestmerambacht,,1.64804E+13
1,4/14/2021,9016,Arnhem,,1.05293E+13
1,4/15/2021,13039,Gouda,,4.49402E+13
1,4/15/2021,17041,Hellevoetsluis,,5.40133E+13
1,4/15/2021,9025,Tiel,,2.09379E+13
1,4/15/2021,17070,Hoogvliet,,3.74773E+13
1,4/15/2021,12023,Den Helder,,2.98491E+13
1,4/14/2021,5020,Almelo-Sumpel,,1.00254E+13
1,4/14/2021,5019,Almelo-Vissedijk,,2.395E+13
1,4/15/2021,1044,Delfzijl,,1.28058E+13
1,4/15/2021,13049,Alphen Kerk En Zanen,,4.43511E+13
1,4/14/2021,5012,Oldenzaal,,1.22231E+13
1,4/15/2021,12006,Alkmaar,,3.23118E+13
1,4/15/2021,13042,Bodegraven,,1.06719E+13
1,4/13/2021,8026,Hattem,,2.72781E+13
1,4/14/2021,5023,Nijverdal,,2.17927E+13
1,4/15/2021,10034,Ronde Venen,,2.02969E+13
1,4/15/2021,1008,Stadskanaal,,4.51408E+13
1,4/15/2021,12001,Heiloo,,2.76309E+13
1,4/15/2021,9019,Culemborg,,3.26243E+13
1,4/14/2021,11010,Weesp,,2.32997E+13
1,4/15/2021,9012,Geldermalsen,,2.0737E+13
1,4/14/2021,5022,Rijssen,,1.13963E+13
1,4/15/2021,10035,Rhenen,,1.95658E+12
1,4/15/2021,10008,Driebergen,,2.72686E+13
1,4/14/2021,5015,Losser,,1.43526E+13
1,4/15/2021,17063,Leerdam,,2.12373E+13
1,4/15/2021,10031,Breukelen,,2.21893E+13
1,4/15/2021,3032,Dieverbrug,,8.29103E+12
1,4/15/2021,12012,Everstekoog,,1.33778E+13
1,4/14/2021,5003,Glanerbrug,,1.46799E+13
1,4/15/2021,1028,Onderdendam,,8.49478E+12
1,4/15/2021,17057,Rozenburg,,1.35964E+13
1,4/14/2021,5011,Denekamp,,1.22231E+13
1,4/15/2021,4006,Olst,,4.85137E+12
1,4/14/2021,5018,Ootmarsum,,5.94432E+12
1,4/15/2021,1011,Uithuizermeeden,,4.00978E+12
1,4/14/2021,17056,Oude Tonge,,6.98961E+12
1,4/14/2021,5004,Vriezenveen,,7.7546E+12
1,4/15/2021,25026,Baarle-Nassau,,2.79793E+13
1,4/15/2021,17062,Heenvliet,,2.01451E+13
1,4/15/2021,12025,Wieringermeer,,2.10122E+13
1,4/14/2021,5005,Tubbergen,,5.82133E+12
1,4/15/2021,1032,Marum,,3.8216E+13
1,4/15/2021,9031,Beesd,,2.90258E+13
1,4/15/2021,12018,Wieringen,,1.78822E+13
1,4/15/2021,1024,Ulrum,,3.08597E+12
1,4/15/2021,1040,Vriescheloo,,3.49835E+12
1,4/15/2021,17005,Stolwijk,,2.20926E+13
1,4/15/2021,25019,Chaam,,1.33424E+13
1,4/15/2021,4017,Vollenhove,,2.58871E+13
1,4/15/2021,1034,Feerwerd,,2.08004E+12
1,4/14/2021,17075,Ooltgensplaat,,1.47325E+13
1,4/14/2021,17074,Den Bommel,,3.04089E+12
1,4/11/2021,30021,Stein,,1.4847E+13
1,4/12/2021,2040,Vlieland,,1.07269E+12
1,4/15/2021,27004,Boxtel,,2.18071E+13
1,4/15/2021,2012,Drachten,,9.83207E+12
1,4/14/2021,5016,Goor,,3.24342E+13
1,4/15/2021,1029,Leek,,1.38235E+12
1,4/15/2021,12019,Stolpen,,1.66396E+13
1,4/15/2021,27008,S Hertogenbosch,,2.86872E+13
1,4/15/2021,1030,Winsum,,3.58E+12
1,4/15/2021,2030,Workum,,2.0691E+13
1,4/15/2021,17078,Zwijndrecht,,3.56791E+13
1,4/18/2021,12006,Alkmaar,,2.12976E+13
1,4/18/2021,11014,Amsterdam West,,4.42783E+13
1,4/18/2021,12014,Beemster,,1.28345E+13
1,4/16/2021,11008,Blaricum,,2.80742E+13
1,4/18/2021,12023,Den Helder,,1.17621E+13
1,4/18/2021,12001,Heiloo,,1.92947E+13
1,4/18/2021,30016,Heugem,,2.23432E+13
1,4/18/2021,11004,Hilversum,,2.12398E+13
1,4/16/2021,11013,Horstermeer,,9.54982E+12
1,4/18/2021,11012,Huizen,,1.65684E+13
1,4/18/2021,30018,Meijel,,1.87384E+13
1,4/18/2021,30024,Roermond,,3.01892E+13
1,4/18/2021,30005,Weert,,1.4436E+13
1,4/18/2021,11010,Weesp,,2.65925E+13
1,4/18/2021,31005,Westpoort,,3.61066E+13
1,4/18/2021,12018,Wieringen,,1.22948E+13
1,4/18/2021,28003,Aarle-Rixtel,,5.43468E+13
1,4/18/2021,9016,Arnhem,,2.55756E+13
1,4/18/2021,28002,Asten,,1.96878E+13
1,4/17/2021,25021,Bath,,2.31374E+13
1,4/17/2021,9017,Bergharen,,3.32088E+14
1,4/18/2021,27011,Biest-Houtakker,,2.55992E+13
1,4/18/2021,25019,Chaam,,3.95885E+13
1,4/17/2021,15007,De Groote Lucht,,6.40227E+13
1,4/17/2021,17053,De Groote Zaag,,5.64837E+13
1,4/18/2021,28005,Dinther,,2.23245E+13
1,4/17/2021,9039,Dreumel,,2.14738E+13
1,4/17/2021,9027,Druten,,5.5374E+13
1,4/18/2021,17065,Groot-Ammers,,6.40619E+13
1,4/17/2021,16011,Groenedijk,,6.86137E+13
1,4/17/2021,9010,Groesbeek,,8.63424E+13
1,4/17/2021,9040,Haaften,,3.56455E+13
1,4/18/2021,27009,Haaren,,3.95847E+13
1,4/17/2021,13012,Haarlem Schalkwijk,,3.5665E+13
1,4/18/2021,17026,Hardinxveld-Giessendam,,8.79723E+13
1,4/17/2021,16010,Kralingseveer,,3.55544E+13
1,4/18/2021,29003,Land Van Cuijk,,3.21625E+13
1,4/16/2021,14003,Leidsche Rijn,,3.88244E+13
1,4/18/2021,13030,Leimuiden,,2.4238E+13
1,4/18/2021,10038,Lopik,,6.75899E+13
1,4/17/2021,9030,Maasbommel,,9.54491E+12
1,4/18/2021,17055,Middelharnis,,2.94712E+13
1,4/18/2021,10024,Montfoort,,4.31615E+13
1,4/16/2021,10028,Nieuwegein,,4.35742E+13
1,4/18/2021,10028,Nieuwegein,,5.48437E+13
1,4/18/2021,13038,Nieuwveen,,8.97314E+13
1,4/17/2021,13023,Noordwijk,,3.40484E+13
1,4/18/2021,29002,Oijen,,6.77037E+13
1,4/18/2021,17075,Ooltgensplaat,,8.24291E+13
1,4/18/2021,17056,Oude Tonge,,1.86378E+13
1,4/18/2021,10032,Oudewater,,2.47808E+13
1,4/17/2021,9020,Overasselt,,2.4692E+13
1,4/18/2021,17013,Papendrecht,,5.15801E+13
1,4/18/2021,25013,Riel,,4.99168E+13
1,4/18/2021,25001,Rijen,,2.94044E+13
1,4/18/2021,17016,Alblasserdam,,3.0557E+13
1,4/16/2021,6005,Almere,,3.33374E+13
1,4/18/2021,12022,Beverwijk,,1.83208E+13
1,4/18/2021,13042,Bodegraven,,1.34303E+13
1,4/16/2021,20010,Camperlandpolder,,3.01379E+13
1,4/18/2021,4025,Dalfsen,,1.72182E+13
1,4/16/2021,18009,De Verseput,,1.39104E+13
1,4/18/2021,25023,Dongemond,,3.15384E+13
1,4/16/2021,6003,Dronten,,3.72622E+13
1,4/18/2021,3030,Eelde,,6.27792E+12
1,4/18/2021,1031,Gaarkeuken,,1.89826E+13
1,4/18/2021,1033,Garmerwolde,,9.23009E+12
1,4/18/2021,30025,Gennep,,2.06096E+13
1,4/18/2021,17048,Goedereede,,5.4754E+13
1,4/18/2021,13004,Heemstede,,3.07602E+13
1,4/18/2021,4030,Hessenpoort,,2.25362E+13
1,4/16/2021,11012,Huizen,,9.40254E+12
1,4/17/2021,4023,Kampen,,1.53879E+13
1,4/18/2021,12016,Katwoude,,3.8169E+13
1,4/18/2021,25027,Lage Zwaluwe,,2.07255E+13
1,4/18/2021,13033,Leiden Zuid-West,,1.96045E+13
1,4/18/2021,30003,Limmel,,3.6328E+13
1,4/17/2021,10037,Loenen,,2.44125E+12
1,4/16/2021,18007,Mastgat,,2.19424E+13
1,4/16/2021,22012,Oostburg,,3.47822E+12
1,4/18/2021,4021,Raalte,,1.04784E+13
1,4/16/2021,22008,Retranchement,,2.70343E+13
1,4/18/2021,17011,Ridderkerk,,5.44798E+13
1,4/18/2021,17076,Schelluinen,,2.12597E+13
1,4/17/2021,27010,Sint-Oedenrode,,4.64159E+13
1,4/18/2021,26005,Sleeuwijk,,2.24998E+13
1,4/18/2021,17052,Sliedrecht,,3.5705E+13
1,4/18/2021,27006,Soerendonk,,2.66434E+13
1,4/18/2021,30021,Stein,,2.47846E+13
1,4/18/2021,12019,Stolpen,,1.98909E+13
1,4/18/2021,12024,Ursem,,5.45193E+12
1,4/17/2021,10009,Utrecht,,4.2105E+13
1,4/18/2021,13035,Alphen Noord,,3.01223E+13
1,4/18/2021,30007,Bosscherveld,,3.7078E+13
1,4/16/2021,22013,Breskens,,5.09079E+12
1,4/18/2021,17074,Den Bommel,,1.38004E+13
1,4/18/2021,4019,Deventer,,2.43358E+13
1,4/18/2021,4018,Heino,,2.72968E+13
1,4/16/2021,24001,Hulst,,2.73364E+13
1,4/18/2021,25020,Kaatsheuvel,,2.63781E+13
1,4/16/2021,24002,Kloosterzande,,6.36994E+12
1,4/16/2021,6004,Lelystad,,1.65173E+13
1,4/17/2021,17029,Vianen,,2.41144E+13
1,4/18/2021,28006,Vinkel,,1.65208E+13
1,4/18/2021,25003,Waalwijk,,5.97121E+13
1,4/16/2021,20009,Waarde,,3.43231E+13
1,4/17/2021,13048,Waddinxveen-Randenburg,,2.01152E+13
1,4/18/2021,25014,Waspik,,1.40591E+12
1,4/18/2021,12025,Wieringermeer,,1.10131E+13
1,4/16/2021,20011,Willem Annapolder,,1.616E+13
1,4/18/2021,14002,Woerden,,1.75973E+14
1,4/16/2021,6006,Zeewolde,,4.83358E+12
1,4/18/2021,4026,Zwolle,,9.32259E+12
1,4/19/2021,4022,Holten,,1.83091E+13
1,4/19/2021,7019,Zutphen,,2.93108E+13
1,4/16/2021,8024,Renkum,,9.11381E+12
1,4/17/2021,10020,Woudenberg,,1.99166E+13
1,4/17/2021,8019,Bennekom,,7.06041E+12
1,4/16/2021,8026,Hattem,,3.29812E+13
1,4/16/2021,8009,Elburg,,1.30472E+13
1,4/16/2021,8025,Terwolde,,4.35008E+12
1,4/16/2021,8011,Harderwijk,,1.53545E+13
1,4/19/2021,7002,Aalten,,1.03044E+13
1,4/19/2021,7018,Dinxperlo,,1.7845E+13
1,4/19/2021,15008,Harnaschpolder,,1.28375E+14
1,4/19/2021,15005,Houtrust,,4.5153E+13
1,4/19/2021,7015,Lichtenvoorde,,1.93048E+13
1,4/19/2021,7020,Nieuwgraaf,,1.7633E+13
1,4/19/2021,7017,Varsseveld,,6.77565E+12
1,4/19/2021,7006,Wehl,,3.37863E+13
1,4/19/2021,7016,Winterswijk,,8.23388E+12
1,4/17/2021,10027,Amersfoort,,1.9674E+13
1,4/18/2021,8021,Ede,,1.56015E+13
1,4/17/2021,8005,Nijkerk,,2.12587E+13
1,4/16/2021,8023,Brummen,,1.45527E+13
1,4/17/2021,10021,Veenendaal,,3.21955E+13
1,4/17/2021,10010,Soest,,1.63027E+13
1,4/16/2021,8016,Heerde,,4.86951E+12
1,4/16/2021,8022,Apeldoorn,,1.61327E+13
1,4/19/2021,6005,Almere,,3.75884E+13
1,4/19/2021,2020,Ameland,,1.42078E+13
1,4/19/2021,11005,Amstelveen,,2.95004E+13
1,4/19/2021,8022,Apeldoorn,,5.08909E+13
1,4/19/2021,1046,Bellingwolde,,1.2577E+13
1,4/19/2021,2029,Birdaard,,4.43835E+12
1,4/19/2021,2023,Bolsward,,7.36469E+12
1,4/19/2021,8023,Brummen,,3.45149E+13
1,4/19/2021,2013,Burgum,,1.01863E+13
1,4/19/2021,3034,Coevorden,,1.26644E+13
1,4/19/2021,5025,Den Ham,,1.23835E+13
1,4/18/2021,5011,Denekamp,,1.92922E+13
1,4/19/2021,2028,Dokkum,,8.0414E+12
1,4/19/2021,6003,Dronten,,2.73787E+13
1,4/19/2021,8009,Elburg,,2.5253E+13
1,4/19/2021,3022,Emmen,,2.1383E+13
1,4/19/2021,12012,Everstekoog,,1.37009E+13
1,4/19/2021,2015,Gorredijk,,1.38196E+13
1,4/19/2021,2036,Grouw,,5.74414E+12
1,4/19/2021,4024,Hardenberg,,1.73156E+13
1,4/19/2021,8011,Harderwijk,,2.70121E+13
1,4/19/2021,2032,Harlingen,,1.67976E+13
1,4/19/2021,1026,Hoogezand,,9.53754E+12
1,4/19/2021,2019,Kootstertille,,2.40517E+13
1,4/19/2021,1029,Leek,,7.59601E+12
1,4/19/2021,2011,Leeuwarden,,3.04621E+13
1,4/19/2021,6004,Lelystad,,2.61786E+13
1,4/19/2021,10037,Loenen,,5.7152E+12
1,4/18/2021,5015,Losser,,3.53294E+13
1,4/19/2021,3014,Meppel,,1.54108E+13
1,4/19/2021,2025,Akkrum,,8.05565E+12
1,4/19/2021,2021,Damwoude,,3.17489E+12
1,4/18/2021,4028,Dedemsvaart,,1.04249E+13
1,4/19/2021,8017,Epe,,2.17536E+13
1,4/19/2021,33001,Foxhol,,1.60184E+13
1,4/19/2021,3031,Gieten,,6.53293E+12
1,4/19/2021,8026,Hattem,,2.149E+13
1,4/19/2021,8016,Heerde,,0
1,4/19/2021,2031,Heerenveen,,2.62436E+13
1,4/19/2021,30015,Hoensbroek,,2.32418E+13
1,4/19/2021,30014,Kerkrade,,2.43503E+13
1,4/19/2021,2027,Lemmer,,6.18878E+12
1,4/19/2021,1032,Marum,,6.63264E+12
1,4/18/2021,5023,Nijverdal,,4.65705E+13
1,4/19/2021,4027,Tollebeek,,2.01458E+13
1,4/18/2021,5012,Oldenzaal,,7.40305E+12
1,4/19/2021,4016,Ommen,,4.23321E+13
1,4/19/2021,2002,Oosterwolde,,1.8831E+13
1,4/18/2021,5018,Ootmarsum,,2.14058E+13
1,4/19/2021,1027,Oude Pekela,,1.36933E+13
1,4/18/2021,5022,Rijssen,,1.76165E+13
1,4/19/2021,30013,Rimburg,,1.3854E+13
1,4/19/2021,10034,Ronde Venen,,1.64669E+13
1,4/19/2021,1039,Scheemda,,1.58087E+13
1,4/19/2021,1038,Scheve Klap,,1.33046E+13
1,4/19/2021,2041,Schiermonnikoog,,1.67646E+12
1,4/19/2021,30011,Simpelveld,,3.3044E+13
1,4/19/2021,2017,Sint Annaparochie,,9.75277E+12
1,4/19/2021,19001,Sint Maartensdijk,,3.81657E+13
1,4/19/2021,3028,Sleen,,6.86295E+12
1,4/19/2021,2024,Sloten,,7.41639E+12
1,4/19/2021,2018,Sneek,,7.40456E+12
1,4/19/2021,1008,Stadskanaal,,6.73189E+12
1,4/19/2021,30022,Susteren,,3.3387E+13
1,4/19/2021,1010,Ter Apel,,2.0658E+13
1,4/19/2021,23002,Terneuzen,,1.31507E+13
1,4/19/2021,2026,Terschelling,,7.63301E+12
1,4/18/2021,12013,Geestmerambacht,,3.06981E+13
1,4/18/2021,30017,Venlo,,1.65122E+13
1,4/18/2021,12021,Wervershoof,,1.3539E+13
1,4/16/2021,4027,Tollebeek,,2.84988E+13
1,4/15/2021,2016,Wolvega,,3.29801E+12
1,4/15/2021,13033,Leiden Zuid-West,,1.35465E+13
1,4/18/2021,1025,Zuidhorn,,3.90988E+12
1,4/19/2021,7023,Haarlo,,1.18773E+13
1,4/19/2021,7014,Ruurlo,,1.31313E+13
1,4/19/2021,7021,Olburgen,,7.92876E+12
1,4/15/2021,6004,Lelystad,,1.53236E+13
1,4/16/2021,8017,Epe,,2.56315E+13
1,4/19/2021,2038,Franeker,,9.2781E+12
1,4/19/2021,8025,Terwolde,,2.0152E+13
1,4/19/2021,19003,Tholen,,1.97563E+13
1,4/18/2021,5005,Tubbergen,,3.33283E+12
1,4/19/2021,1045,Veendam,,1.28854E+13
1,4/19/2021,2040,Vlieland,,6.38613E+13
1,4/19/2021,1040,Vriescheloo,,1.50857E+13
1,4/18/2021,5004,Vriezenveen,,5.17505E+12
1,4/19/2021,21001,Walcheren,,1.59523E+13
1,4/19/2021,2037,Warns,,6.58008E+12
1,4/19/2021,18006,Westerschouwen,,1.18947E+13
1,4/19/2021,30019,Wijlre,,3.67567E+13
1,4/19/2021,2016,Wolvega,,1.04702E+13
1,4/19/2021,2030,Workum,,1.39369E+13
1,4/19/2021,6006,Zeewolde,,2.30441E+13
1,4/19/2021,17078,Zwijndrecht,,1.97989E+13
1,4/19/2021,28003,Aarle-Rixtel,,5.34824E+13
1,4/19/2021,9013,Asperen,,1.75707E+13
1,4/19/2021,9031,Beesd,,2.20151E+13
1,4/19/2021,27004,Boxtel,,2.90695E+13
1,4/19/2021,10031,Breukelen,,2.88071E+13
1,4/19/2021,9019,Culemborg,,5.03798E+13
1,4/19/2021,10012,De Meern,,3.33976E+13
1,4/19/2021,17044,Dordrecht,,5.57428E+13
1,4/19/2021,27003,Eindhoven,,6.34375E+13
1,4/19/2021,9012,Geldermalsen,,2.23526E+13
1,4/19/2021,16011,Groenedijk,,6.80456E+13
1,4/19/2021,13012,Haarlem Schalkwijk,,4.58551E+13
1,4/19/2021,17067,Haastrecht,,1.26568E+13
1,4/19/2021,17041,Hellevoetsluis,,4.34431E+13
1,4/19/2021,25020,Kaatsheuvel,,2.20909E+13
1,4/19/2021,16009,Kortenoord,,3.52941E+13
1,4/19/2021,16010,Kralingseveer,,3.6324E+13
1,4/19/2021,3001,Beilen,,7.19904E+12
1,4/19/2021,3033,Echten,,1.52132E+13
1,4/19/2021,5003,Glanerbrug,,1.27441E+13
1,4/19/2021,3023,Tweede Exloermond,,1.30399E+13
1,4/20/2021,10027,Amersfoort,,2.07935E+13
1,4/20/2021,8019,Bennekom,,4.25915E+12
1,4/19/2021,17053,De Groote Zaag,,3.56013E+13
1,4/20/2021,1044,Delfzijl,,2.3049E+13
1,4/20/2021,4019,Deventer,,3.44156E+13
1,4/20/2021,8021,Ede,,1.50954E+13
1,4/20/2021,3030,Eelde,,5.96273E+12
1,4/20/2021,1031,Gaarkeuken,,8.94318E+12
1,4/20/2021,1033,Garmerwolde,,1.42868E+13
1,4/19/2021,13039,Gouda,,3.99434E+13
1,4/19/2021,17062,Heenvliet,,1.80616E+13
1,4/19/2021,13041,Katwijk,,3.79585E+13
1,4/19/2021,17063,Leerdam,,1.02773E+13
1,4/19/2021,13046,Leiden Noord,,1.41946E+13
1,4/19/2021,17066,Numansdorp,,9.58428E+12
1,4/19/2021,25017,Nieuwveer,,4.9652E+13
1,4/19/2021,25016,Nieuw-Vossemeer,,2.53173E+13
1,4/19/2021,25008,Ossendrecht,,6.9734E+12
1,4/19/2021,17045,Oud-Beijerland,,1.14572E+13
1,4/20/2021,12014,Beemster,,2.45774E+12
1,4/20/2021,12022,Beverwijk,,2.19392E+13
1,4/20/2021,11008,Blaricum,,3.94304E+13
1,4/20/2021,11004,Hilversum,,2.73883E+13
1,4/20/2021,11013,Horstermeer,,2.58119E+13
1,4/20/2021,11012,Huizen,,1.70887E+13
1,4/20/2021,4023,Kampen,,1.40836E+13
1,4/20/2021,12016,Katwoude,,2.54743E+13
1,4/20/2021,8005,Nijkerk,,1.58152E+13
1,4/20/2021,4006,Olst,,3.6221E+13
1,4/20/2021,1028,Onderdendam,,7.31485E+12
1,4/20/2021,12026,Oosthuizen,,8.90634E+12
1,4/19/2021,17054,Piershil,,2.17022E+13
1,4/20/2021,8024,Renkum,,1.46637E+13
1,4/19/2021,10035,Rhenen,,3.39583E+13
1,4/19/2021,25001,Rijen,,1.73024E+13
1,4/20/2021,10010,Soest,,1.28795E+13
1,4/19/2021,17077,Spijkenisse,,3.49392E+13
1,4/19/2021,17005,Stolwijk,,2.12272E+13
1,4/19/2021,17043,Strijen,,4.80999E+12
1,4/19/2021,32002,Tilburg,,2.33641E+13
1,4/20/2021,1011,Uithuizermeeden,,4.83245E+12
1,4/20/2021,1024,Ulrum,,5.39343E+12
1,4/20/2021,12024,Ursem,,6.33433E+12
1,4/20/2021,10021,Veenendaal,,1.87365E+13
1,4/19/2021,13003,Velsen,,1.47058E+13
1,4/19/2021,25003,Waalwijk,,6.29567E+13
1,4/20/2021,20009,Waarde,,4.42616E+13
1,4/19/2021,13048,Waddinxveen-Randenburg,,3.12943E+13
1,4/19/2021,25014,Waspik,,4.11767E+12
1,4/20/2021,11010,Weesp,,2.94302E+13
1,4/20/2021,20011,Willem Annapolder,,1.5935E+13
1,4/20/2021,1030,Winsum,,8.5515E+12
1,4/20/2021,10020,Woudenberg,,2.24867E+13
1,4/17/2021,8024,Renkum,,1.29705E+13
1,4/17/2021,8021,Ede,,1.7304E+13
1,4/20/2021,12010,Zaandam-Oost,,4.40502E+13
1,4/19/2021,9041,Zaltbommel,,4.78406E+13
1,4/20/2021,1025,Zuidhorn,,1.43768E+13
1,4/19/2021,13044,Zwaanshoek,,4.6394E+13
1,4/19/2021,13005,Zwanenburg,,5.90771E+13
1,4/20/2021,4026,Zwolle,,1.12061E+13
1,4/20/2021,13049,Alphen Kerk En Zanen,,2.8561E+13
1,4/20/2021,13035,Alphen Noord,,5.95142E+13
1,4/20/2021,17004,Ammerstol,,1.11698E+13
1,4/20/2021,28002,Asten,,2.91586E+13
1,4/20/2021,17079,Barendrecht,,6.07803E+13
1,4/20/2021,25021,Bath,,2.85384E+13
1,4/20/2021,17002,Bergambacht,,3.98972E+13
1,4/20/2021,9017,Bergharen,,3.29759E+13
1,4/20/2021,17068,Berkenwoude,,1.86606E+13
1,4/20/2021,27011,Biest-Houtakker,,2.25039E+13
1,4/20/2021,10025,Bunnik,,8.27193E+12
1,4/20/2021,25023,Dongemond,,3.55758E+13
1,4/20/2021,9039,Dreumel,,1.40241E+13
1,4/20/2021,10008,Driebergen,,2.43381E+13
1,4/20/2021,9037,Gorinchem,,2.16927E+13
1,4/20/2021,9010,Groesbeek,,6.61241E+13
1,4/20/2021,27009,Haaren,,2.90368E+13
1,4/20/2021,25025,Halsteren,,1.54611E+13
1,4/20/2021,27005,Hapert,,4.8643E+13
1,4/20/2021,13004,Heemstede,,3.61847E+13
1,4/20/2021,17070,Hoogvliet,,5.29503E+13
1,4/20/2021,25027,Lage Zwaluwe,,2.86029E+13
1,4/20/2021,29003,Land Van Cuijk,,4.13164E+13
1,4/20/2021,14003,Leidsche Rijn,,3.25217E+13
1,4/20/2021,13034,Lisse,,2.54772E+13
1,4/20/2021,9030,Maasbommel,,1.08947E+13
1,4/20/2021,9042,Millingen Aan De Rijn,,4.98334E+12
1,4/20/2021,15004,Nieuwe Waterweg,,4.26056E+13
1,4/20/2021,13047,Nieuwe Wetering,,3.47547E+13
1,4/20/2021,5002,Enschede,,1.1345E+13
1,4/21/2021,3010,Assen,,5.13355E+12
1,4/20/2021,13042,Bodegraven,,1.51145E+13
1,4/21/2021,30007,Bosscherveld,,1.4149E+13
1,4/21/2021,20010,Camperlandpolder,,1.47921E+13
1,4/21/2021,18009,De Verseput,,1.35695E+13
1,4/21/2021,3032,Dieverbrug,,1.35699E+13
1,4/20/2021,9027,Druten,,1.31013E+13
1,4/21/2021,7022,Etten,,2.53353E+13
1,4/20/2021,9038,Gendt,,6.55174E+12
1,4/21/2021,4005,Genemuiden,,1.21242E+13
1,4/21/2021,30025,Gennep,,6.39004E+12
1,4/21/2021,3031,Gieten,,4.87893E+12
1,4/21/2021,5017,Hengelo,,1.08702E+13
1,4/21/2021,30016,Heugem,,1.1987E+13
1,4/21/2021,24001,Hulst,,9.68679E+12
1,4/21/2021,24002,Kloosterzande,,3.51598E+12
1,4/21/2021,1029,Leek,,7.17683E+12
1,4/20/2021,13030,Leimuiden,,1.11888E+13
1,4/21/2021,7015,Lichtenvoorde,,1.77522E+13
1,4/21/2021,30003,Limmel,,1.96509E+13
1,4/21/2021,1032,Marum,,4.40366E+12
1,4/21/2021,18007,Mastgat,,8.58949E+12
1,4/21/2021,30018,Meijel,,2.72592E+13
1,4/20/2021,10028,Nieuwegein,,2.14699E+13
1,4/21/2021,7020,Nieuwgraaf,,1.10514E+13
1,4/20/2021,13038,Nieuwveen,,3.7532E+13
1,4/20/2021,29002,Oijen,,1.15383E+13
1,4/20/2021,17040,Oostvoorne,,4.59654E+13
1,4/20/2021,9020,Overasselt,,1.04234E+12
1,4/20/2021,17057,Rozenburg,,2.79102E+13
1,4/21/2021,7002,Aalten,,2.58658E+12
1,4/21/2021,12023,Den Helder,,1.99427E+13
1,4/21/2021,7018,Dinxperlo,,1.91461E+13
1,4/21/2021,12012,Everstekoog,,8.02521E+12
1,4/21/2021,12013,Geestmerambacht,,1.13055E+13
1,4/21/2021,7023,Haarlo,,1.75143E+13
1,4/21/2021,12001,Heiloo,,2.10447E+13
1,4/21/2021,4022,Holten,,1.68764E+13
1,4/21/2021,7021,Olburgen,,6.1725E+12
1,4/21/2021,7014,Ruurlo,,9.2548E+12
